issue_key,issue_type,comments,description_length,lda_baseline_topic,lda_ontology_topic,bertopic_topic,dd_existence,dd_property,dd_executive
YARN-3047,Sub-task,98,26,2,4,1,True,False,False
YARN-3045,Sub-task,77,22,2,4,1,True,False,False
YARN-3044,Sub-task,84,19,2,4,1,True,False,False
YARN-3043,Sub-task,4,17,2,4,1,True,False,False
YARN-3042,Sub-task,2,30,2,4,1,True,False,False
YARN-3041,Sub-task,38,29,2,4,1,True,False,False
YARN-3040,Sub-task,44,34,2,4,1,True,False,False
YARN-3039,Sub-task,53,28,2,4,1,True,False,False
YARN-3038,Sub-task,1,40,2,1,1,True,False,False
YARN-3037,Sub-task,5,23,2,4,1,True,False,False
YARN-3036,Sub-task,1,22,2,4,1,True,False,False
YARN-3034,Sub-task,56,16,2,4,1,True,False,False
YARN-3033,Sub-task,16,67,2,4,1,True,False,False
YARN-3032,Sub-task,2,26,2,4,1,True,False,False
YARN-3031,Sub-task,25,32,2,4,1,True,False,False
YARN-3030,Sub-task,20,33,2,4,1,True,False,False
YARN-3026,Task,15,56,0,4,0,True,False,False
YARN-3025,Improvement,23,18,2,1,-1,True,False,False
YARN-3003,Sub-task,21,28,0,4,8,True,False,False
YARN-2995,Sub-task,11,35,1,2,0,True,False,False
YARN-2986,Improvement,19,15,1,4,0,True,False,False
YARN-2980,Improvement,18,43,2,4,-1,True,True,False
YARN-2969,Sub-task,1,25,1,2,0,True,False,False
YARN-2967,Sub-task,1,28,1,1,0,True,False,False
YARN-2966,Sub-task,4,19,1,4,-1,True,False,False
YARN-2965,Sub-task,23,19,1,1,-1,True,False,False
YARN-2885,Sub-task,40,38,0,1,0,True,False,False
YARN-2948,Sub-task,0,116,2,3,6,True,True,False
YARN-2947,Sub-task,0,58,1,0,6,True,False,False
YARN-2942,New Feature,40,64,2,4,5,True,False,False
YARN-2928,New Feature,119,28,1,0,-1,True,True,False
YARN-2926,Improvement,0,19,1,4,5,True,True,False
YARN-2923,Sub-task,23,37,0,4,8,True,False,False
YARN-2916,Bug,1,41,2,0,-1,True,False,False
YARN-2915,New Feature,23,32,1,4,3,True,True,False
YARN-2884,Sub-task,44,40,0,1,-1,True,True,False
YARN-2903,Task,0,41,2,4,1,True,False,True
YARN-2895,Sub-task,1,28,1,2,0,True,False,False
YARN-2888,Sub-task,17,47,1,1,0,True,True,False
YARN-2887,Sub-task,1,31,0,1,0,True,False,False
YARN-2883,Sub-task,49,38,0,1,0,True,False,False
YARN-2882,Sub-task,44,35,0,1,0,True,False,False
YARN-2879,Bug,3,155,2,4,-1,False,True,False
YARN-2877,New Feature,36,42,1,2,0,False,True,False
YARN-2851,Sub-task,1,6,1,0,0,True,False,False
YARN-2837,New Feature,22,34,2,3,1,True,False,False
YARN-2848,Improvement,10,155,1,2,0,True,False,False
YARN-2840,Improvement,3,27,2,3,1,True,False,False
YARN-2835,Bug,0,13,2,3,-1,True,False,False
YARN-2831,Bug,0,37,0,1,7,True,False,False
YARN-2829,Bug,2,28,2,1,4,True,False,False
YARN-2818,Bug,4,67,2,3,-1,True,False,False
YARN-2817,New Feature,5,31,1,0,0,True,True,False
YARN-2814,Improvement,4,18,0,1,4,True,True,False
YARN-2800,Sub-task,32,67,0,4,8,True,False,False
YARN-2793,Sub-task,0,51,1,2,-1,True,True,False
YARN-2791,Sub-task,23,56,1,2,0,False,True,False
YARN-2478,Sub-task,2,23,1,0,2,True,False,False
YARN-2786,Sub-task,43,29,2,4,8,True,False,False
YARN-2781,Sub-task,1,36,1,4,-1,True,True,False
YARN-2770,Sub-task,7,55,2,3,-1,True,False,False
YARN-2765,Sub-task,13,30,2,2,-1,True,True,True
YARN-2745,Improvement,18,33,1,2,0,True,True,False
YARN-2744,Sub-task,8,75,0,4,8,True,False,False
YARN-2728,Sub-task,1,40,0,4,8,True,False,False
YARN-2695,Sub-task,5,26,1,2,-1,True,False,False
YARN-2693,Sub-task,14,52,0,4,0,True,False,False
YARN-2691,Sub-task,5,18,0,4,0,True,False,False
YARN-2690,Sub-task,12,18,1,4,0,True,False,False
YARN-2681,New Feature,22,108,1,0,-1,True,False,False
YARN-2673,Sub-task,11,20,2,1,1,True,False,False
YARN-2672,Sub-task,6,23,1,0,0,True,False,True
YARN-2653,Improvement,0,45,2,1,9,True,True,False
YARN-2670,New Feature,2,144,1,2,0,True,True,True
YARN-2664,Sub-task,44,17,2,4,-1,True,False,False
YARN-2661,Bug,0,19,1,1,-1,True,False,False
YARN-2632,Sub-task,16,13,2,0,-1,True,False,False
YARN-2629,Sub-task,9,18,2,0,1,True,False,False
YARN-2619,Sub-task,16,5,1,0,2,True,False,False
YARN-2616,Sub-task,14,10,2,3,-1,True,False,False
YARN-2613,Sub-task,7,20,2,1,7,True,False,False
YARN-2599,Bug,25,17,0,4,-1,True,False,False
YARN-2597,Bug,3,22,2,3,-1,True,False,False
YARN-2427,New Feature,13,22,2,4,0,True,False,False
YARN-2575,Sub-task,31,28,0,4,-1,True,False,False
YARN-2573,Improvement,2,30,1,1,1,True,False,False
YARN-2572,Improvement,0,27,1,4,0,True,False,False
YARN-2571,Sub-task,23,41,2,3,4,True,False,False
YARN-2552,Sub-task,3,60,2,0,2,True,False,False
YARN-2548,Sub-task,0,46,2,2,5,False,True,False
YARN-2533,Improvement,0,47,1,2,5,True,False,False
YARN-2528,Sub-task,5,34,2,4,-1,False,True,False
YARN-2521,Sub-task,1,29,2,3,1,True,True,False
YARN-2520,Sub-task,2,70,2,3,1,True,True,False
YARN-2495,Sub-task,108,41,0,4,8,True,False,False
YARN-2518,New Feature,9,70,1,1,0,True,True,False
YARN-2517,Sub-task,24,24,2,2,1,True,False,False
YARN-2513,Sub-task,21,19,2,3,-1,True,False,False
YARN-2503,Sub-task,4,23,0,4,8,True,False,False
YARN-2501,Sub-task,7,8,0,4,8,True,False,False
YARN-2496,Sub-task,27,62,0,4,8,True,False,False
YARN-2494,Sub-task,23,71,0,4,8,True,False,False
YARN-2488,Improvement,3,32,1,1,7,True,False,False
YARN-2487,Improvement,4,70,0,2,0,True,False,False
YARN-2475,Sub-task,8,23,0,2,0,True,False,False
YARN-2468,Sub-task,30,34,2,2,5,False,True,False
YARN-2466,New Feature,24,119,1,0,2,False,True,True
YARN-2458,Sub-task,4,73,2,0,2,True,True,False
YARN-2456,Sub-task,10,63,0,1,0,True,False,False
YARN-2440,Bug,39,17,1,0,-1,True,False,False
YARN-2439,Bug,0,58,1,4,2,True,False,False
YARN-2434,Sub-task,5,22,0,1,7,True,False,False
YARN-2420,Improvement,6,7,0,2,0,True,False,False
YARN-2415,New Feature,7,22,1,0,-1,True,False,False
YARN-2411,Improvement,12,152,0,4,0,True,False,False
YARN-2408,New Feature,17,50,1,2,-1,True,False,False
YARN-2386,Sub-task,1,51,0,4,0,True,False,False
YARN-2378,Sub-task,21,23,0,4,0,True,False,False
YARN-2331,Sub-task,17,61,0,1,-1,True,False,False
YARN-2360,New Feature,14,20,0,4,0,True,False,False
YARN-2310,Bug,3,33,2,3,6,False,True,False
YARN-2344,New Feature,7,51,2,1,-1,True,True,False
YARN-2320,Sub-task,9,27,2,3,-1,True,False,False
YARN-2302,Sub-task,11,57,2,3,-1,True,False,False
YARN-2299,Bug,5,159,1,1,-1,True,False,False
YARN-2298,Sub-task,12,19,2,4,4,True,False,False
YARN-2297,Sub-task,11,100,1,2,0,True,False,False
YARN-2292,Bug,4,31,2,4,6,True,True,False
YARN-2291,Bug,4,32,2,3,-1,True,True,False
YARN-2278,Sub-task,4,35,2,3,-1,True,False,False
YARN-2257,Improvement,16,85,0,2,0,True,False,False
YARN-2253,Task,3,24,1,4,8,True,True,False
YARN-2248,Sub-task,15,45,2,0,0,True,False,True
YARN-2233,Sub-task,22,15,2,3,-1,True,False,False
YARN-2227,Sub-task,1,69,2,1,7,True,False,False
YARN-2207,Task,1,12,2,3,-1,True,False,False
YARN-2198,Improvement,62,138,1,0,2,True,True,True
YARN-2188,Sub-task,11,17,1,4,-1,True,False,False
YARN-2186,Sub-task,14,22,1,4,-1,True,False,False
YARN-2185,Improvement,34,25,2,1,2,True,False,False
YARN-2181,Bug,41,39,1,4,7,True,False,False
YARN-2179,Sub-task,27,32,2,4,-1,True,False,False
YARN-2177,Sub-task,1,29,1,2,1,False,True,False
YARN-2176,Improvement,16,32,1,2,0,False,True,False
YARN-2174,Sub-task,7,20,2,4,-1,True,False,True
YARN-2172,New Feature,3,90,1,1,0,True,True,False
YARN-2069,Sub-task,36,37,1,2,0,True,False,False
YARN-2154,Bug,19,21,1,2,0,True,True,False
YARN-2151,Improvement,6,190,1,2,0,True,False,False
YARN-2144,Improvement,32,28,2,4,7,True,False,False
YARN-2141,Improvement,11,32,1,2,0,True,True,False
YARN-2140,New Feature,25,6,1,0,2,True,True,True
YARN-2139,New Feature,37,17,1,0,0,True,False,False
YARN-2086,Sub-task,1,44,2,4,-1,True,False,False
YARN-2113,Sub-task,123,31,1,4,0,True,True,False
YARN-2102,Sub-task,19,31,2,3,1,True,False,False
YARN-2099,Bug,8,14,1,2,0,True,False,False
YARN-2098,Bug,18,19,0,2,0,True,False,False
YARN-2084,New Feature,2,34,2,3,-1,True,False,False
YARN-2082,New Feature,5,198,2,4,-1,True,True,False
YARN-2080,Sub-task,17,21,1,0,0,True,False,False
YARN-2049,Sub-task,13,5,2,3,-1,True,True,False
YARN-2041,Improvement,8,56,1,2,0,False,True,False
YARN-2040,Sub-task,2,11,0,1,7,True,False,False
YARN-2037,Sub-task,26,14,2,1,-1,True,False,False
YARN-2033,Sub-task,38,26,2,3,1,True,True,False
YARN-2032,Sub-task,19,20,2,3,1,True,True,True
YARN-2031,Sub-task,18,34,2,4,-1,True,False,False
YARN-2026,Bug,30,205,0,2,0,True,False,False
YARN-2010,Bug,59,41,2,1,-1,False,True,False
YARN-2005,Improvement,62,26,1,1,-1,True,True,False
YARN-2004,Sub-task,39,35,1,2,0,True,False,False
YARN-2001,Sub-task,39,47,0,1,0,True,False,False
YARN-2000,Sub-task,5,40,0,1,7,True,False,False
YARN-1996,New Feature,4,125,0,1,-1,True,True,False
YARN-1994,Improvement,50,45,2,4,-1,True,True,False
YARN-1993,Bug,4,37,2,4,-1,False,True,False
YARN-1990,Sub-task,3,40,1,2,0,False,True,False
YARN-1983,Improvement,16,45,1,0,2,True,True,False
YARN-1972,Sub-task,29,280,1,0,2,True,True,False
YARN-1954,Improvement,23,45,2,2,-1,True,False,False
YARN-1953,Improvement,0,30,1,0,-1,True,False,False
YARN-1969,Improvement,11,107,1,2,0,True,False,False
YARN-1968,Improvement,0,54,2,4,-1,True,False,False
YARN-1963,New Feature,73,37,1,0,0,True,True,False
YARN-1938,Sub-task,7,4,1,3,1,True,True,False
YARN-1937,Sub-task,15,7,2,3,1,True,False,False
YARN-1936,Sub-task,9,12,2,3,1,True,True,False
YARN-1915,Sub-task,15,52,2,1,-1,True,False,False
YARN-1913,Bug,17,29,1,2,0,True,True,False
YARN-1871,Improvement,4,66,2,4,-1,True,False,False
YARN-1864,New Feature,38,103,0,2,0,True,True,False
YARN-1858,Improvement,1,48,1,4,-1,True,False,False
YARN-1857,Sub-task,24,115,0,2,0,True,False,False
YARN-1856,Sub-task,34,5,1,0,-1,True,False,False
YARN-1838,Sub-task,9,43,2,3,1,True,False,False
YARN-1815,Sub-task,35,41,2,1,-1,True,True,False
YARN-1809,Sub-task,47,34,2,4,1,True,False,False
YARN-1808,Sub-task,2,28,2,1,-1,True,False,False
YARN-1804,Sub-task,1,43,2,3,-1,True,False,False
YARN-1799,Sub-task,4,54,1,2,-1,True,False,False
YARN-1769,Improvement,32,87,1,2,0,True,False,False
YARN-1766,Sub-task,9,36,2,4,-1,True,False,False
YARN-1755,Bug,2,76,2,4,6,True,True,False
YARN-1743,New Feature,8,30,2,1,1,True,False,False
YARN-1732,Sub-task,5,59,2,3,-1,True,False,False
YARN-1730,Sub-task,13,22,2,2,1,True,False,False
YARN-1727,Sub-task,2,36,2,4,1,True,False,False
YARN-1717,Sub-task,18,32,2,4,1,True,False,False
YARN-1714,Bug,5,45,2,4,0,True,False,False
YARN-1712,Sub-task,14,31,1,0,-1,True,False,False
YARN-1710,Sub-task,10,33,1,0,0,True,False,False
YARN-1709,Sub-task,13,18,1,0,-1,True,False,False
YARN-1708,Sub-task,12,24,1,0,0,True,False,False
YARN-1707,Sub-task,30,56,0,4,0,False,True,False
YARN-1695,New Feature,8,70,2,4,6,True,True,False
YARN-1639,Sub-task,16,35,0,2,1,True,False,False
YARN-1659,Sub-task,14,22,2,3,1,True,False,False
YARN-1655,Sub-task,9,7,1,2,-1,True,False,False
YARN-1654,Sub-task,1,8,1,0,0,True,False,False
YARN-1651,Sub-task,38,7,1,2,-1,True,True,False
YARN-1645,Sub-task,18,15,1,0,-1,True,False,True
YARN-1621,Improvement,27,51,2,1,4,True,False,False
YARN-1620,Improvement,0,31,2,4,4,True,False,False
YARN-1609,Improvement,8,5,1,0,-1,True,False,False
YARN-1520,Bug,2,7,2,4,0,True,False,False
YARN-1593,Improvement,19,133,1,1,0,True,True,False
YARN-1589,Improvement,0,60,0,4,0,True,False,False
YARN-1585,Improvement,4,24,2,3,-1,True,False,False
YARN-1584,Sub-task,8,47,0,1,1,True,False,False
YARN-1582,Improvement,10,80,1,2,0,True,True,False
YARN-1564,New Feature,18,20,1,0,6,True,False,False
YARN-1558,Sub-task,7,47,0,1,0,True,False,False
YARN-1543,Improvement,0,65,1,0,0,True,True,False
YARN-1538,New Feature,3,23,2,4,6,True,False,True
YARN-1530,Bug,29,49,2,4,6,True,False,True
YARN-1512,Improvement,10,16,1,2,9,True,True,False
YARN-1510,Sub-task,27,24,1,1,-1,True,False,False
YARN-1509,Sub-task,31,21,1,1,-1,True,False,False
YARN-1503,Improvement,17,55,1,1,-1,True,False,False
YARN-1498,Sub-task,9,24,0,4,0,True,False,False
YARN-1495,New Feature,20,110,0,4,0,True,False,False
YARN-1493,Sub-task,26,37,0,2,0,True,False,False
YARN-1492,New Feature,70,69,1,4,2,True,True,False
YARN-1490,Sub-task,32,18,2,1,7,True,False,False
YARN-1489,Bug,17,38,2,1,7,True,True,False
YARN-1488,New Feature,12,23,1,0,0,True,True,False
YARN-1462,Sub-task,23,13,1,4,-1,True,False,False
YARN-1461,Sub-task,38,8,0,1,-1,True,False,False
YARN-1436,Bug,0,38,0,2,-1,True,False,False
YARN-1448,Sub-task,10,20,1,1,-1,True,False,False
YARN-1440,Sub-task,8,76,2,4,5,True,False,False
YARN-1421,Bug,3,98,0,1,7,True,False,False
YARN-1404,New Feature,33,284,1,2,0,True,False,True
YARN-1394,Sub-task,4,46,1,1,-1,True,False,False
YARN-1392,New Feature,8,25,0,2,0,True,True,False
YARN-1390,Improvement,30,45,2,4,6,True,False,False
YARN-1389,Sub-task,34,33,2,1,-1,True,False,False
YARN-1380,New Feature,1,34,2,1,-1,False,True,False
YARN-1378,Sub-task,21,28,2,1,-1,True,False,False
YARN-1372,Sub-task,43,86,0,1,7,True,False,False
YARN-1371,Sub-task,1,41,0,1,-1,True,False,False
YARN-1370,Sub-task,4,41,0,1,-1,True,False,False
YARN-1369,Sub-task,1,41,0,1,-1,True,False,False
YARN-1368,Sub-task,47,27,0,1,7,True,False,False
YARN-1367,Sub-task,20,44,0,1,7,True,False,False
YARN-1366,Sub-task,73,54,0,1,-1,True,False,False
YARN-1362,Sub-task,6,29,2,1,7,True,False,False
YARN-1360,Improvement,1,54,1,2,0,True,True,False
YARN-1355,Sub-task,2,13,0,1,7,True,True,False
YARN-1354,Sub-task,16,15,0,1,7,True,True,False
YARN-1338,Sub-task,15,37,1,1,7,True,True,False
YARN-1337,Sub-task,9,38,0,1,7,True,True,False
YARN-1336,New Feature,20,14,2,1,7,True,False,False
YARN-1324,Improvement,6,115,2,1,-1,True,True,False
YARN-1318,Sub-task,23,26,2,4,6,True,False,False
YARN-1317,Improvement,6,30,1,4,0,True,False,False
YARN-1292,Sub-task,7,42,1,1,7,False,True,False
YARN-1290,Improvement,7,44,1,2,0,True,True,False
YARN-1276,Bug,3,6,1,3,7,False,True,False
YARN-1253,New Feature,23,66,1,1,2,False,True,False
YARN-1250,Sub-task,14,6,2,3,1,True,False,False
YARN-1249,Sub-task,0,33,2,4,0,True,False,False
YARN-1228,Improvement,6,117,2,2,0,True,False,False
YARN-1210,Sub-task,20,69,0,1,7,True,True,False
YARN-1200,Improvement,7,67,1,4,0,True,False,False
YARN-1197,Task,157,42,1,2,0,True,False,False
YARN-1187,Improvement,9,28,1,2,0,True,False,False
YARN-1186,Improvement,0,20,0,2,0,True,False,False
YARN-1177,Sub-task,7,20,2,1,1,True,True,False
YARN-1155,Bug,4,20,1,4,-1,True,False,False
YARN-1151,Improvement,30,56,2,4,5,False,True,False
YARN-1133,Bug,0,17,1,1,-1,True,False,False
YARN-1098,Sub-task,33,41,1,1,-1,True,False,False
YARN-1127,Bug,5,103,1,1,0,True,False,False
YARN-1125,Sub-task,5,18,2,1,-1,True,False,False
YARN-1124,Bug,4,25,2,1,4,True,False,False
YARN-1117,Improvement,4,18,1,2,-1,True,False,False
YARN-1115,Improvement,18,139,0,2,0,True,False,False
YARN-1105,New Feature,2,25,1,2,-1,True,False,False
YARN-1104,Sub-task,5,21,2,2,5,True,False,False
YARN-1089,Sub-task,13,18,1,2,0,True,False,False
YARN-1080,Improvement,5,75,2,2,5,True,False,False
YARN-1067,Improvement,5,25,0,4,9,True,False,False
YARN-1065,Task,9,30,2,3,7,True,False,False
YARN-1063,Sub-task,29,336,1,3,2,True,True,False
YARN-1062,Bug,2,39,1,2,-1,False,True,False
YARN-1052,Sub-task,0,22,0,4,0,True,False,False
YARN-1051,Improvement,29,30,1,2,0,True,True,False
YARN-1041,Sub-task,21,31,0,1,7,True,False,False
YARN-1040,New Feature,30,51,1,1,0,True,False,False
YARN-1037,Bug,0,28,2,3,-1,True,False,False
YARN-1033,Sub-task,12,30,2,1,-1,True,False,False
YARN-1029,Sub-task,75,24,2,3,-1,True,False,False
YARN-1028,Sub-task,66,28,2,4,1,True,True,False
YARN-1027,Sub-task,36,15,2,4,6,True,False,False
YARN-1024,Improvement,34,41,1,0,0,True,False,False
YARN-1023,Sub-task,12,7,2,3,-1,True,False,False
YARN-1010,Improvement,9,36,1,2,-1,False,True,False
YARN-1021,New Feature,52,210,1,2,0,True,True,True
YARN-1020,Improvement,4,99,1,2,2,True,False,False
YARN-1019,Improvement,11,50,2,3,4,False,True,False
YARN-1016,Sub-task,7,43,1,2,5,True,True,False
YARN-1015,Sub-task,15,25,1,2,9,True,True,False
YARN-1014,Improvement,11,30,1,1,-1,True,False,False
YARN-1013,Sub-task,14,24,1,1,9,True,True,False
YARN-1011,New Feature,67,26,1,1,0,True,True,False
YARN-1001,Task,36,25,0,2,0,True,False,False
YARN-1000,Sub-task,1,54,0,4,-1,True,False,False
YARN-997,Sub-task,3,16,0,4,-1,True,False,False
YARN-986,Sub-task,38,45,2,4,4,True,False,False
YARN-977,Improvement,3,58,1,2,0,True,False,False
YARN-975,Sub-task,30,12,2,4,1,True,False,False
YARN-972,Improvement,24,193,1,2,0,True,True,False
YARN-896,New Feature,40,29,1,1,-1,False,True,False
YARN-958,Bug,1,86,0,1,9,True,False,False
YARN-957,Bug,19,105,1,1,-1,True,False,False
YARN-953,Sub-task,19,6,2,4,-1,True,False,False
YARN-951,Bug,3,141,1,2,-1,True,False,False
YARN-950,Sub-task,6,45,2,2,5,True,False,False
YARN-926,Bug,30,30,1,1,-1,True,False,False
YARN-925,Sub-task,33,18,2,4,1,True,False,False
YARN-941,Sub-task,30,70,2,3,-1,True,False,False
YARN-921,Sub-task,4,20,2,3,-1,True,False,False
YARN-914,New Feature,41,45,0,1,-1,True,True,False
YARN-913,New Feature,56,43,2,3,6,True,False,False
YARN-911,Bug,0,26,2,4,5,True,False,False
YARN-910,Improvement,14,29,1,2,-1,False,True,False
YARN-904,Improvement,2,26,1,0,6,True,True,False
YARN-875,Bug,14,19,0,2,-1,True,False,False
YARN-867,Bug,36,31,2,1,7,False,True,False
YARN-851,Sub-task,13,17,1,4,2,True,False,False
YARN-824,Sub-task,3,18,2,4,-1,True,False,False
YARN-813,Improvement,0,68,2,3,-1,True,False,False
YARN-810,Improvement,33,268,1,2,-1,True,False,False
YARN-801,Improvement,5,27,2,4,-1,True,False,False
YARN-781,Sub-task,13,9,1,2,-1,True,False,False
YARN-789,Improvement,12,253,1,2,0,True,True,False
YARN-785,Improvement,1,35,2,4,-1,True,False,False
YARN-779,Bug,13,62,0,1,0,True,False,False
YARN-771,Sub-task,16,11,1,0,-1,True,False,False
YARN-747,Improvement,1,26,1,0,0,True,False,False
YARN-740,Task,1,11,2,0,-1,True,False,False
YARN-732,New Feature,4,53,1,0,2,True,False,False
YARN-717,Sub-task,8,29,2,4,-1,True,False,False
YARN-714,Sub-task,7,28,2,3,7,True,False,False
YARN-710,Improvement,23,31,1,1,-1,True,False,False
YARN-707,Improvement,40,11,2,4,-1,True,False,False
YARN-696,Improvement,32,62,2,1,-1,True,False,False
YARN-694,Sub-task,13,78,2,3,-1,True,False,False
YARN-693,Sub-task,7,94,0,1,-1,True,False,False
YARN-692,Sub-task,11,33,0,1,9,True,False,False
YARN-682,Sub-task,1,26,2,2,-1,True,False,False
YARN-679,New Feature,43,35,2,1,4,True,False,False
YARN-672,Sub-task,3,20,1,1,-1,True,False,False
YARN-671,Sub-task,7,6,2,1,7,True,False,False
YARN-668,Sub-task,32,32,2,3,-1,True,False,False
YARN-666,Improvement,16,17,2,0,4,True,False,False
YARN-641,Improvement,8,18,2,4,4,True,False,False
YARN-624,Sub-task,27,34,1,2,0,True,False,False
YARN-616,New Feature,4,18,0,2,0,True,False,False
YARN-613,Sub-task,24,19,0,1,7,True,False,False
YARN-611,Sub-task,45,192,1,1,4,True,False,False
YARN-608,Bug,0,34,2,4,-1,True,False,False
YARN-600,Improvement,7,35,1,0,-1,True,False,False
YARN-599,Bug,6,118,0,4,-1,True,False,False
YARN-596,Bug,27,50,1,2,0,True,False,False
YARN-595,Sub-task,5,11,2,4,0,True,False,False
YARN-589,Improvement,7,20,0,2,0,True,False,False
YARN-582,Sub-task,22,25,2,1,7,True,False,False
YARN-571,Sub-task,15,39,0,1,-1,True,False,False
YARN-569,Sub-task,22,408,1,2,0,True,False,False
YARN-568,Sub-task,14,38,1,1,0,True,False,False
YARN-567,Sub-task,3,109,1,2,0,True,False,False
YARN-563,Sub-task,31,23,2,2,-1,True,False,False
YARN-561,Sub-task,37,39,1,1,7,True,False,False
YARN-559,Sub-task,0,14,2,3,-1,True,False,False
YARN-558,Improvement,2,68,0,1,-1,True,False,False
YARN-556,New Feature,38,27,2,1,-1,True,False,False
YARN-549,Sub-task,20,41,0,2,-1,True,False,False
YARN-528,Sub-task,15,63,2,3,-1,True,True,False
YARN-521,Sub-task,27,19,1,3,4,True,False,False
YARN-514,Sub-task,25,34,2,3,-1,False,True,False
YARN-513,Sub-task,47,14,0,1,-1,True,False,False
YARN-506,Bug,8,20,2,4,2,True,False,False
YARN-494,Bug,3,51,0,1,7,True,False,False
YARN-482,Sub-task,14,47,1,2,0,True,False,False
YARN-479,Bug,14,20,0,1,9,True,False,False
YARN-471,Bug,2,12,0,1,-1,True,False,False
YARN-462,New Feature,11,344,1,4,-1,True,False,False
YARN-453,Improvement,1,24,2,2,0,False,True,False
YARN-445,Task,40,52,1,0,-1,True,False,False
YARN-443,Improvement,30,39,1,2,0,False,True,False
YARN-438,Bug,2,45,0,1,7,True,False,False
YARN-431,Task,0,7,2,4,5,True,False,False
YARN-430,Sub-task,2,27,2,3,-1,True,False,False
YARN-424,Improvement,5,50,1,2,0,True,False,False
YARN-423,Sub-task,0,45,1,2,0,True,True,False
YARN-421,Sub-task,3,35,2,4,-1,True,True,False
YARN-420,Improvement,16,67,1,0,7,True,True,False
YARN-336,Bug,2,34,0,2,0,True,False,False
YARN-419,Improvement,6,61,2,1,-1,True,False,False
YARN-418,Improvement,0,38,2,3,6,True,True,False
YARN-417,Sub-task,61,12,2,3,9,True,True,False
YARN-415,New Feature,117,88,1,2,-1,True,False,True
YARN-405,Improvement,0,26,1,2,0,False,True,False
YARN-393,Sub-task,0,21,1,2,0,True,False,False
YARN-386,Bug,1,29,2,2,4,True,False,False
YARN-378,Sub-task,57,16,0,2,-1,True,False,False
YARN-373,Improvement,3,77,1,1,-1,True,False,False
YARN-371,Sub-task,18,191,1,2,0,True,True,False
YARN-366,New Feature,17,78,2,2,1,True,False,False
YARN-358,Bug,8,29,2,3,-1,True,False,False
YARN-333,Bug,21,44,0,2,0,True,False,False
YARN-327,New Feature,0,17,1,2,0,True,True,False
YARN-326,New Feature,30,37,1,2,0,True,False,False
YARN-321,Improvement,46,85,2,3,-1,True,True,False
YARN-314,Sub-task,14,37,1,2,0,True,False,False
YARN-311,Sub-task,60,70,1,4,-1,True,False,False
YARN-309,Sub-task,18,5,0,1,9,True,False,False
YARN-304,Sub-task,10,85,2,3,-1,True,True,False
YARN-291,New Feature,42,46,1,4,0,True,False,False
YARN-286,New Feature,5,14,1,4,6,True,False,False
YARN-285,Improvement,10,73,2,3,-1,True,False,False
YARN-279,Improvement,8,38,2,4,-1,True,True,False
YARN-276,Bug,30,27,0,2,0,True,False,False
YARN-273,New Feature,1,18,1,4,-1,True,False,False
YARN-265,Improvement,2,22,1,2,0,True,False,False
YARN-261,New Feature,30,76,2,1,-1,True,False,False
YARN-257,Improvement,4,60,1,1,-1,True,False,False
YARN-256,Improvement,12,55,2,3,-1,False,True,False
YARN-250,Improvement,4,99,2,4,0,True,True,False
YARN-247,Improvement,0,11,0,2,0,True,False,False
YARN-238,Improvement,4,32,1,2,-1,True,False,False
YARN-232,Sub-task,1,16,2,4,-1,True,False,False
YARN-231,Sub-task,21,12,2,4,-1,True,False,False
YARN-230,Sub-task,21,39,2,1,4,True,False,False
YARN-222,Improvement,2,21,0,2,0,True,False,False
YARN-197,New Feature,3,22,2,4,5,True,False,False
YARN-196,Bug,22,16,0,1,7,True,True,False
YARN-195,Sub-task,4,25,1,1,-1,True,False,False
YARN-191,Improvement,1,30,1,0,2,False,True,False
YARN-160,Improvement,33,57,1,2,0,True,False,False
YARN-153,New Feature,22,53,1,4,6,True,True,True
YARN-149,New Feature,24,26,2,0,-1,True,False,False
YARN-128,New Feature,48,21,2,1,-1,True,False,False
YARN-125,Sub-task,1,25,2,1,4,False,True,False
YARN-120,Sub-task,5,23,2,1,4,False,True,False
YARN-119,Sub-task,11,44,2,4,-1,True,False,False
YARN-118,Sub-task,3,37,2,3,-1,True,False,False
YARN-117,Improvement,33,388,2,4,-1,True,False,False
YARN-111,Improvement,9,20,1,2,0,True,False,False
YARN-103,Sub-task,36,30,2,3,4,True,True,False
YARN-91,Task,2,11,2,1,-1,True,False,False
YARN-90,Sub-task,46,30,1,1,-1,True,False,False
YARN-80,Improvement,11,51,1,2,0,False,True,False
YARN-78,Bug,15,11,2,4,4,True,False,False
YARN-74,Bug,3,69,0,1,7,True,False,False
YARN-73,Bug,6,81,0,1,7,True,False,False
YARN-72,Bug,21,37,0,1,7,True,False,False
YARN-60,Sub-task,19,28,2,1,-1,True,False,False
YARN-45,Bug,57,54,1,2,0,True,True,False
YARN-41,New Feature,56,15,0,1,7,True,False,False
YARN-40,Bug,24,16,2,1,4,True,False,False
YARN-39,Sub-task,36,29,2,1,-1,True,False,False
YARN-34,Improvement,0,18,2,4,4,True,False,False
YARN-29,Sub-task,11,24,2,4,4,True,True,False
YARN-19,New Feature,11,114,1,2,0,True,False,False
YARN-18,New Feature,67,32,1,4,0,True,True,False
YARN-3,Sub-task,76,5,1,0,2,True,True,False
YARN-1,Task,7,14,1,4,2,True,True,False
